['10.1021/jm501690r', 0]
['10.1021/jm301686s', 3]
['10.1021/jm060882y', 4]
['10.1021/jm200710b', 5]
['10.1021/acs.jmedchem.7b01588', 6]
['10.1021/jm300978h', 7]
['10.1021/acs.jmedchem.6b00527', 8]
['10.1021/jm100120s', 10]
['10.1021/jm060869d', 13]
['10.1021/jm991164x', 14]
['10.1021/jm400336x', 15]
['10.1021/jm8011867', 18]
['10.1021/acs.jmedchem.8b00357', 22]
['10.1021/jm800656v', 25]
['10.1021/jm050172c', 27]
['10.1021/jm040903t', 29]
['10.1021/jm070725e', 30]
['10.1021/jm060183l', 31]
['10.1021/jm2002876', 32]
['10.1021/jm9010127', 33]
['10.1021/jm200716y', 35]
['10.1021/acs.jmedchem.5b00599', 36]
['10.1021/acs.jmedchem.9b01886', 37]
['10.1021/acs.jmedchem.8b00204', 39]
['10.1021/jm800132g', 42]
['10.1021/jm301014y', 44]
['10.1021/jm060868l', 45]
['10.1021/jm2004267', 48]
['10.1021/jm0493109', 50]
['10.1021/jm4000769', 53]
['10.1021/jm0400810', 55]
['10.1021/jm070428+', 57]
['10.1021/jm015578d', 58]
['10.1021/jm1013709', 60]
['10.1021/jm050538l', 61]
['10.1021/jm801496u', 107]
['10.1021/jm801590u', 116]
['10.1021/acs.jmedchem.1c00510', 179]
