['10.1021/acs.jmedchem.7b01454', 0]
['10.1021/jm990472s', 4]
['10.1021/jm011007+', 5]
['10.1021/jm401754x', 7]
['10.1021/jm0603973', 8]
['10.1021/jm049670w', 9]
['10.1021/jm0300375', 10]
['10.1021/acs.jmedchem.9b01188', 11]
['10.1021/jm500833f', 12]
['10.1021/jm030646c', 13]
['10.1021/jm010301z', 14]
['10.1021/jm0301484', 17]
['10.1021/jm701270n', 18]
['10.1021/jm000311k', 19]
['10.1021/jm020419v', 20]
['10.1021/jm000300r', 21]
['10.1021/jm020264r', 22]
['10.1021/jm0101904', 24]
['10.1021/jm050431y', 25]
['10.1021/jm000191g', 26]
['10.1021/jm060762q', 27]
['10.1021/jm010430f', 28]
['10.1021/acs.jmedchem.9b01938', 30]
['10.1021/jm049021k', 31]
['10.1021/jm990291q', 33]
['10.1021/jm0703035', 34]
['10.1021/jm049544s', 35]
['10.1021/jm010316x', 38]
['10.1021/jm901818u', 40]
['10.1021/jm0401614', 42]
['10.1021/jm020167y', 43]
['10.1021/jm0601699', 44]
['10.1021/jm030430a', 45]
['10.1021/acs.jmedchem.7b00141', 50]
['10.1021/jm0582423', 51]
['10.1021/jm020561w', 52]
['10.1021/jm020098n', 55]
['10.1021/jm801162z', 56]
['10.1021/jm030453p', 59]
['10.1021/jm010302r', 60]
['10.1021/jm040185a', 61]
['10.1021/jm060287w', 62]
['10.1021/jm0205292', 63]
['10.1021/jm020596w', 65]
['10.1021/jm9905561', 66]
['10.1021/jm0105373', 67]
['10.1021/jm100269c', 68]
['10.1021/acs.jmedchem.6b00571', 69]
['10.1021/jm010453u', 70]
['10.1021/jm060641q', 74]
['10.1021/jm800781a', 75]
['10.1021/jm0200153', 78]
['10.1021/jm0401311', 79]
['10.1021/jm050694s', 82]
['10.1021/jm0102093', 83]
['10.1021/jm1005034', 84]
['10.1021/jm061303s', 85]
['10.1021/jm0100180', 86]
['10.1021/jm050079o', 88]
['10.1021/jm000141b', 89]
['10.1021/jm0490235', 91]
['10.1021/jm0303296', 93]
['10.1021/jm990161h', 94]
['10.1021/jm0611197', 95]
['10.1021/jm000552s', 96]
['10.1021/jm0309349', 97]
['10.1021/jm0707929', 100]
['10.1021/jm900888c', 244]
