['10.1021/jm301659n', 3]
['10.1021/jm300069y', 4]
['10.1021/jm901472u', 5]
['10.1021/acs.jmedchem.0c00528', 6]
['10.1021/acs.jmedchem.8b02007', 9]
['10.1021/jm1006929', 10]
['10.1021/jm101129a', 14]
['10.1021/acs.jmedchem.5b00624', 16]
['10.1021/jm900056p', 17]
['10.1021/acs.jmedchem.7b00376', 18]
['10.1021/jm301913k', 19]
['10.1021/jm301630s', 21]
['10.1021/jm501833t', 22]
['10.1021/acs.jmedchem.7b01417', 23]
['10.1021/acs.jmedchem.1c00489', 25]
['10.1021/acs.jmedchem.8b00387', 27]
['10.1021/jm900504c', 31]
['10.1021/jm020350r', 32]
['10.1021/jm0101803', 34]
['10.1021/jm200691d', 35]
['10.1021/acs.jmedchem.7b01716', 36]
['10.1021/jm020513b', 41]
['10.1021/jm050136d', 47]
['10.1021/jm3007799', 48]
['10.1021/jm101450p', 50]
['10.1021/acs.jmedchem.5b00139', 58]
['10.1021/jm801327q', 406]
['10.1021/acs.jmedchem.5b00115', 698]
['10.1021/jm990009f', 893]
